chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
rep,MO,7,Republican,Long,Billy,(BIL-ee LAWNG),Billy Long,,,,2454 Rayburn House Office Building Washington DC 20515-2507,(202) 225-6536,,https://long.house.gov,,1/3/19,1/3/21,,,M,8/11/55,,White - Non-Hispanic,No,,2454 Rayburn House Office Building,http://long.house.gov/common/rss//index.cfm?rss=49,Won,24.67893904,70.36299694,30.34437907,67.5554792,35.34674048,63.1151753,,,,,30.08551045,66.2302879,27.39340888,67.53906446,28.838049,63.46420098,92.51225181,1.658237655,2.423377234,0.860020369,0.881782018,1.665201382,91.53447491,1.485975418,3.3293063,1.222117169,0.893126029,1.535000175,23.2,325,23.8,376,44619,378,70.5,749240,676950,13425,27875,7385,6300,17305,574405,531395,9525,13920,4940,5065,9565,748406,671805,11760,32310,9506,6987,16038
rep,MO,8,Republican,Smith,Jason,(JEY-suhn SMITH),Jason Smith,T.,,,2418 Rayburn House Office Building Washington DC 20515-2508,(202) 225-4404,,https://jasonsmith.house.gov,,1/3/19,1/3/21,,,M,6/16/80,,White - Non-Hispanic,No,,2418 Rayburn House Office Building,http://jasonsmith.house.gov/rss.xml,Won,21.04113624,75.42620118,31.98695639,65.87741498,38.33973785,59.98389544,,,,,25.01938358,73.38983884,22.66609685,74.39740215,24.31857006,66.65075617,92.62156356,4.288157145,1.220677862,0.234138642,0.455123427,1.181216293,92.56627723,4.110836137,1.268950988,0.624360162,0.422925528,1.006649959,15,424,15.3,434,40639,414,78.4,740015,676385,34210,12360,1950,3325,11780,570175,528105,24450,6960,1335,2595,6735,748370,684877,33438,12063,4481,3047,10464
sen,MO,,Republican,Blunt,Roy,(ROY BLUHNT),Roy Blunt,,,,260 Russell Senate Office Building Washington DC 20510,202-224-5721,202-224-8149,https://www.blunt.senate.gov,,1/3/17,1/3/23,senior,3,M,1/10/50,Baptist,White - Non-Hispanic,No,https://www.blunt.senate.gov/public/index.cfm/contact-roy,260 Russell Senate Office Building,http://www.blunt.senate.gov/public/?a=rss.feed,Not up,37.87807147,56.3895118,44.28124872,53.63989942,49.22691561,49.36016423,,,46.39195673,49.18425157,,,,,,,83.73384962,11.02480716,2.316134111,1.122391092,0.39765781,1.405819855,83.0349397,10.72886963,2.88840276,1.714871356,0.403134355,1.2297822,28.5,,29.5,,51542,36,59.03236398,5930025,4831510,687970,189780,72335,22490,125935,4547880,3808115,501395,105335,51045,18085,63935,5988927,4850748,687149,212470,102984,24062,111514
sen,MO,,Republican,Hawley,Joshua,(JAHSH HAW-lee),,,,,,,,,,1/3/19,1/3/25,junior,1,M,12/31/79,,White - Non-Hispanic,No,,,,Lost,37.87807147,56.3895118,44.28124872,53.63989942,49.22691561,49.36016423,45.42999663,51.45706374,54.81432376,39.11371847,,,,,,,83.73384962,11.02480716,2.316134111,1.122391092,0.39765781,1.405819855,83.0349397,10.72886963,2.88840276,1.714871356,0.403134355,1.2297822,28.5,,29.5,,51542,36,59.03236398,5930025,4831510,687970,189780,72335,22490,125935,4547880,3808115,501395,105335,51045,18085,63935,5988927,4850748,687149,212470,102984,24062,111514
rep,MP,0,Democrat,Sablan,Gregorio,,Gregorio Kilili Camacho Sablan,Kilili Camacho,,,2411 Rayburn House Office Building Washington DC 20515-5201,(202) 225-2646,,https://sablan.house.gov,,1/3/19,1/3/21,,,M,1/19/55,,,,,2411 Rayburn House Office Building,http://sablan.house.gov/rss.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rep,MS,1,Republican,Kelly,Trent,(TRENT KEL-ee),Trent Kelly,,,,1005 Longworth House Office Building Washington DC 20515-2401,(202) 225-4306,,https://trentkelly.house.gov,,1/3/19,1/3/21,,,M,3/1/66,,White - Non-Hispanic,No,,1005 Longworth House Office Building,,Won,32.44135959,65.39910245,37.01349434,61.87270693,36.55129942,62.43379727,,,,,32.38655341,66.90526423,27.9429338,68.72143611,28.92774186,67.91166758,70.92608251,26.45988163,1.450758756,0.481509501,0.139735659,0.542031952,71.45373478,24.52224466,2.548931757,0.661757533,0.201255226,0.612076036,20.7,372,22.7,395,43194,389,54.8,745525,510350,205140,16830,3925,1035,8245,561775,398445,148645,8150,2705,785,3045,741837,510852,194586,22647,4845,1446,7461
rep,MS,2,Democrat,Thompson,Bennie,(BIN-ee TAHM-suhn),Bennie G. Thompson,G.,,,2466 Rayburn House Office Building Washington DC 20515-2402,(202) 225-5876,,https://benniethompson.house.gov,,1/3/19,1/3/21,,,M,1/28/48,Methodist,Black - African-American,No,,2466 Rayburn House Office Building,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,Won,63.55210739,35.13469926,66.38047092,33.04501986,64.1999439,35.22234225,,,,,71.78684518,0,67.10591503,29.1466929,67.73677058,0,34.24146051,63.53512895,1.174561181,0.369630276,0.273001041,0.404341749,35.70125293,61.13532861,1.808403411,0.544617829,0.309186954,0.501210262,19.3,395,25,350,34392,432,25.7,716340,224055,473060,10665,2685,2025,3845,532965,182495,338620,6260,1970,1455,2155,741862,239425,477582,13682,3764,2420,4989
rep,MS,3,Republican,Guest,Michael,(MAHY-kuhl GEST),,,,,230 Cannon House Office Building Washington DC 20515-2403,(202) 225-5031,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,230 Cannon House Office Building,,Open - Retired,36.7784149,61.30157819,39.09144897,60.02716481,38.4056062,60.84707659,,,,,36.71653626,62.30161969,30.36894247,66.2010776,27.92928761,68.89368573,63.02365984,34.00856125,1.122096251,0.579406444,0.79075099,0.476420755,63.25929646,32.26585127,2.171250258,0.911039176,0.840738516,0.55182432,25.9,274,31.5,241,45115,370,43.1,737350,446515,262285,11395,4640,6910,5600,558330,351880,189880,6265,3235,4415,2660,741822,449767,254546,17169,6799,7404,6137
rep,MS,4,Republican,Palazzo,Steven,(STEEV-in puh-LAZ-oh),Steven M. Palazzo,M.,,,2349 Rayburn House Office Building Washington DC 20515-2404,(202) 225-5772,,https://palazzo.house.gov,,1/3/19,1/3/21,,,M,2/21/70,,White - Non-Hispanic,No,,2349 Rayburn House Office Building,http://palazzo.house.gov/rss.xml,Won,28.23905029,69.37679702,31.239128,67.59847953,31.07580912,67.94593039,,,,,30.74526666,68.22135412,27.80159194,65.04184318,24.34115802,69.91823932,73.00247919,22.33132637,2.306534443,1.055427661,0.32318045,0.981051886,72.88064684,20.8670077,3.398829649,1.52030697,0.351392552,0.981816288,21.1,362,23.5,383,45192,368,55.8,747545,525955,176200,22880,8100,2145,12270,564700,412245,126105,13025,5960,1825,5540,741776,522243,166798,27983,11017,2575,11160
sen,MS,,Republican,Hyde-Smith,Cindy,(SIN-dee HAHYD SMITH),Cindy Hyde-Smith,,,,G12 Dirksen Senate Office Building Washington DC 20510,202-224-5054,,https://www.hydesmith.senate.gov,,11/28/18,1/3/21,junior,2,F,5/10/59,,White - Non-Hispanic,No,https://www.hydesmith.senate.gov/content/contact-senator,G12 Dirksen Senate Office Building,,Won,40.05745247,57.85822335,43.78935954,55.28584674,42.99908755,56.17296632,46.36725438,53.63384745,     Appointed,,,,,,,,60.64943615,36.21881439,1.519544407,0.625402995,0.38236607,0.604210536,60.95855665,34.55421112,2.485687752,0.911996065,0.426812892,0.662735527,21.8,,25.5,,42009,50,45.18382993,2946760,1706875,1116685,61770,19350,12115,29960,2217770,1345065,803250,33700,13870,8480,13400,2967297,1722287,1093512,81481,26425,13845,29747
sen,MS,,Republican,Wicker,Roger,(RAH-jer WIK-er),Roger F. Wicker,F.,,,,,,https://www.wicker.senate.gov,,1/3/19,1/3/25,senior,1,M,7/5/51,Southern Baptist,White - Non-Hispanic,No,,,,Won,40.05745247,57.85822335,43.78935954,55.28584674,42.99908755,56.17296632,39.52756394,59.07747391,40.55090015,57.15562901,,,,,,,60.64943615,36.21881439,1.519544407,0.625402995,0.38236607,0.604210536,60.95855665,34.55421112,2.485687752,0.911996065,0.426812892,0.662735527,21.8,,25.5,,42009,50,45.18382993,2946760,1706875,1116685,61770,19350,12115,29960,2217770,1345065,803250,33700,13870,8480,13400,2967297,1722287,1093512,81481,26425,13845,29747
rep,MT,0,Republican,Gianforte,Greg,(GREG GEE-uhn-FAWR-tey),Greg Gianforte,,,,1222 Longworth House Office Building Washington DC 20515-2600,(202) 225-3211,,https://gianforte.house.gov,,1/3/19,1/3/21,,,M,4/17/61,,White - Non-Hispanic,No,,1222 Longworth House Office Building,,Won,35.93529144,56.46630605,41.70813255,55.36480332,47.20914579,49.59299831,,,,,46.24787628,50.88229871,40.54872586,56.19152828,40.40895416,55.4052989,89.51044965,0.363521216,2.550981634,0.567447752,5.352754908,1.654844839,89.98971081,0.341710931,2.274590913,0.692300862,5.085708466,1.615978022,31,176,31.9,238,50027,311,60.9,1013805,884100,3570,32870,5930,64480,22860,789500,706685,2870,20140,4480,42260,13065,989415,868628,3743,28565,6747,59902,21830
sen,MT,,Republican,Daines,Steve,(STEEV DEYNZ),Steve Daines,,,,320 Hart Senate Office Building Washington DC 20510,202-224-2651,202-228-1236,https://www.daines.senate.gov,,1/6/15,1/3/21,junior,2,M,8/20/62,,White - Non-Hispanic,No,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,,Not up,35.41275592,55.64522879,41.66061212,55.30172307,47.11496702,49.49406393,,,40.06857279,57.7863644,,,,,,,89.51044965,0.363521216,2.550981634,0.567447752,5.352754908,1.654844839,89.98971081,0.341710931,2.274590913,0.692300862,5.085708466,1.615978022,31,,31.9,,50801,39,60.95661621,1013805,884100,3570,32870,5930,64480,22860,789500,706685,2870,20140,4480,42260,13065,989415,868628,3743,28565,6747,59902,21830
sen,MT,,Democrat,Tester,Jon,(JAHN TES-ter),Jon Tester,,,,,,,https://www.tester.senate.gov,,1/3/19,1/3/25,senior,1,M,8/21/56,,White - Non-Hispanic,No,,,http://www.tester.senate.gov/rss/?p=hot_topic,Won,35.41275592,55.64522879,41.66061212,55.30172307,47.11496702,49.49406393,50.3338726,46.78241181,48.57838236,44.86036876,,,,,,,89.51044965,0.363521216,2.550981634,0.567447752,5.352754908,1.654844839,89.98971081,0.341710931,2.274590913,0.692300862,5.085708466,1.615978022,31,,31.9,,50801,39,60.95661621,1013805,884100,3570,32870,5930,64480,22860,789500,706685,2870,20140,4480,42260,13065,989415,868628,3743,28565,6747,59902,21830
rep,NC,1,Democrat,Butterfield,George,(JEE-key BUH-ter-feeld),G. K. Butterfield,Kenneth,Jr.,G.K.,2080 Rayburn House Office Building Washington DC 20515-3301,(202) 225-3101,,https://butterfield.house.gov,,1/3/19,1/3/21,,,M,4/27/47,Baptist,Black - African-American,No,,2080 Rayburn House Office Building,http://butterfield.house.gov/rss/press-releases.xml/,Won,67.54505165,30.4761153,68.10244081,31.23680372,67.39907219,32.17225945,,,,,69.84762079,30.15237921,68.62323531,28.961303,      Redrawn,,47.81117759,46.10480811,2.62111484,1.295965271,0.749671677,1.417262513,46.21005597,44.44671719,6.588186336,1.972647089,0.80126114,3.823271134,27.7,246,37.7,163,40895,411,29.7,707355,312065,329685,36380,8920,5135,15165,548240,262120,252765,14370,7105,4110,7770,733323,314598,341018,58595,13468,6100,34353
rep,NC,2,Republican,Holding,George,(JAWRJ HOHL-ding),George Holding,,,,1110 Longworth House Office Building Washington DC 20515-3302,(202) 225-3032,,https://holding.house.gov,,1/3/19,1/3/21,,,M,4/17/68,,White - Non-Hispanic,No,,1110 Longworth House Office Building,http://holding.house.gov/rss.xml,Won,43.5914867,53.23956925,43.0208329,55.9823162,44.77905458,54.31779157,,,,,45.81705376,51.2722186,43.29141991,56.70858009,      Redrawn,,72.19648243,20.46767688,4.115338493,1.436280388,0.474217813,1.31091246,70.65255319,19.67825961,7.12702691,1.772986105,0.603192507,3.648013218,36.2,116,40.5,132,65792,131,42.9,758085,524375,152065,50935,11185,3075,16445,550380,397355,112650,22650,7905,2610,7215,734740,500909,149478,64463,13235,4685,32264
rep,NC,3,Republican,Jones,Walter,(WAWL-tuh JOHNZ),Walter B. Jones,B.,Jr.,,2333 Rayburn House Office Building Washington DC 20515-3303,(202) 225-3415,,https://jones.house.gov,,1/3/19,1/3/21,,,M,2/10/43,Catholic,White - Non-Hispanic,No,,2333 Rayburn House Office Building,http://jones.house.gov/rss.xml,Won,36.86820865,60.54601752,40.59470644,58.51673578,42.66895614,57.00695219,,,,,0,100,32.79878653,67.20121347,      Redrawn,,72.18666501,20.57416268,4.272487594,1.001322669,0.411891594,1.553470453,71.22779936,21.21396001,5.379783893,1.35146644,0.492894022,2.354819822,22.8,334,25.9,337,47565,344,53.4,729465,505710,151425,43640,7180,2795,18715,563255,406595,115885,24065,5640,2320,8750,732627,502246,166389,47782,9830,3583,20321
rep,NC,4,Democrat,Price,David,(DEY-vid PRAHYS),David E. Price,E.,,,2108 Rayburn House Office Building Washington DC 20515-3304,(202) 225-1784,,https://price.house.gov,,1/3/19,1/3/21,,,M,8/17/40,Baptist,White - Non-Hispanic,No,,2108 Rayburn House Office Building,http://price.house.gov/index.php?format=feed&amp;type=rss,Won,68.24108617,28.21180366,64.47344645,34.17081718,65.76601372,33.22415772,,,,,72.36813971,24.03376655,68.21783411,31.78216589,      Redrawn,,65.98183139,23.2739371,3.900063671,4.892790846,0.357812234,1.594461533,61.6202346,22.40056373,8.687505338,6.64628591,0.438459129,4.19703613,54.5,16,63.9,17,70587,91,23.8,731965,448620,174730,48440,40570,2740,16865,557555,367885,129765,21745,27280,1995,8890,733218,424627,176841,75661,50555,3520,36743
rep,NC,5,Republican,Foxx,Virginia,(ver-JIN-yuh FAHKS),Virginia Foxx,,,,2462 Rayburn House Office Building Washington DC 20515-3305,(202) 225-2071,,https://foxx.house.gov,,1/3/19,1/3/21,,,F,6/29/43,Roman Catholic,White - Non-Hispanic,No,,2462 Rayburn House Office Building,http://foxx.house.gov/common/rss/?rss=55,Won,39.76476372,57.35609165,42.30644277,56.51627346,44.69012668,54.26352498,,,,,42.96520855,57.03479145,41.59831454,58.40168546,      Redrawn,,80.32890347,14.43911499,3.131254846,0.922336224,0.274086229,0.902501037,77.6660137,14.01709462,6.698152428,1.147685955,0.318145945,3.923447673,26.3,267,27.7,303,45001,374,58,713940,544360,106440,44485,7175,1745,9730,554570,445480,80075,17365,5115,1520,5005,733879,546455,110223,64728,9007,2461,38339
rep,NC,6,Republican,Walker,Mark,(MAHRK WAWL-ker),Mark Walker,,,,1725 Longworth House Office Building Washington DC 20515-3306,(202) 225-3065,,https://walker.house.gov,,1/3/19,1/3/21,,,M,5/20/69,,White - Non-Hispanic,No,,1725 Longworth House Office Building,,Won,41.44454693,56.11963673,43.17676828,55.93749367,45.24590561,53.76302761,,,,,43.48396399,56.51603601,40.77089563,59.22910437,      Redrawn,,73.76032869,20.5660808,3.137183291,1.023510614,0.387126227,1.125770372,71.11150918,19.8622481,7.148947604,1.218450515,0.534885804,3.838423645,24.6,295,28.3,297,47335,349,52.8,717700,500055,148170,45205,8360,2725,13180,547625,403930,112625,17180,5605,2120,6165,733554,498545,152617,67658,9675,4210,35573
rep,NC,7,Republican,Rouzer,David,(DEY-vid ROW-zer),David Rouzer,,,,2439 Rayburn House Office Building Washington DC 20515-3307,(202) 225-2731,,https://rouzer.house.gov,,1/3/19,1/3/21,,,M,2/16/72,,White - Non-Hispanic,No,,2439 Rayburn House Office Building,,Won,39.90103602,57.59860076,43.23866873,55.88108455,44.7613744,54.66298288,,,,,42.8029981,55.5445748,39.086182,60.913818,      Redrawn,,74.67260002,19.98650981,2.838196519,0.600926794,0.738456687,1.163310178,70.81863599,20.27776216,6.957053318,0.794007701,0.886934709,4.270602041,24.9,291,29.7,273,45002,373,52.4,733585,518695,147965,42840,4645,5435,14010,570785,426220,114080,16200,3430,4215,6640,734750,496463,158230,65242,5843,6801,39737
rep,NC,8,Republican,Hudson,Richard,(RICH-erd HUHD-suhn),Richard Hudson,,,,2112 Rayburn House Office Building Washington DC 20515-3308,(202) 225-3715,,https://hudson.house.gov,,1/3/19,1/3/21,,,M,11/4/71,,White - Non-Hispanic,No,,2112 Rayburn House Office Building,http://hudson.house.gov/rss.xml,Won,41.12893,56.11531425,44.37979686,54.6959382,45.41755717,53.97374299,,,,,44.66129985,55.33870015,41.22707363,58.77292637,      Redrawn,,67.58788011,22.63813641,5.401411919,1.519546143,1.028840366,1.824185045,66.93734966,22.45253859,7.253679396,2.023598853,1.224045764,3.349633117,26.5,262,29.5,277,50570,301,47.6,733695,468430,167280,57470,11410,7865,21230,548190,370510,124100,29610,8330,5640,10000,733160,464581,177658,66336,14810,9366,29782
rep,NC,9,,,,,,,,,,,,,,,,,,,,,,,,,,Lost in primary,42.76741265,54.37060904,43.78604469,55.37780469,45.47203653,54.28404241,,,,,48.93267826,49.25278636,41.81772248,58.18227752,      Redrawn,,65.6813105,20.03536858,3.100335071,1.67256143,8.254839911,1.25465376,64.13613248,19.55628411,5.938565281,2.02056517,7.993405734,2.967792411,33.8,147,41.5,121,55913,218,38.4,731475,458365,146465,38425,13130,60125,14960,537200,352840,107630,16655,8985,44345,6740,733124,452011,149844,52079,15076,60674,25851
rep,NC,10,Republican,McHenry,Patrick,(PAT-chrik mik-HEN-ree),Patrick T. McHenry,T.,,,2004 Rayburn House Office Building Washington DC 20515-3310,(202) 225-2576,,https://mchenry.house.gov,,1/3/19,1/3/21,,,M,10/22/75,,White - Non-Hispanic,No,,2004 Rayburn House Office Building,http://mchenry.house.gov/news/rss.aspx,Won,36.39228298,61.04851722,40.42589709,58.47923148,41.7012143,57.52217703,,,,,40.70726167,59.29273833,36.86096116,63.13903884,      Redrawn,,83.45195255,11.74996668,2.447021192,1.123994847,0.320760585,0.908081212,81.91613883,11.61852271,4.489198366,1.269446807,0.333223196,2.103383551,24.6,295,26.5,322,46508,358,61.3,721990,580085,87915,30335,9700,2295,11655,562725,469605,66120,13770,6325,1805,5110,736057,582998,95259,41449,10579,2478,19284
rep,NC,11,Republican,Meadows,Mark,(MAHRK MED-ohz),Mark Meadows,,,,2160 Rayburn House Office Building Washington DC 20515-3311,(202) 225-6401,,https://meadows.house.gov,,1/3/19,1/3/21,,,M,7/28/59,,White - Non-Hispanic,No,,2160 Rayburn House Office Building,http://meadows.house.gov/rss/press-releases.xml,Won,34.00749887,63.17754185,39.05099432,59.62429891,41.58785935,57.09737519,,,,,38.74997506,59.20589624,35.91102284,64.08897716,      Redrawn,,91.63388385,3.148883074,2.00422855,0.879503665,1.33095333,1.001681022,89.56182615,3.272049514,4.329544221,0.972399026,1.315537886,2.162015975,24,305,25.2,347,43855,386,68.5,721835,642065,23075,27820,7105,10310,11465,577030,528755,18170,11565,5075,7680,5780,733447,640542,27828,41284,8329,11038,20162
rep,NC,12,Democrat,Adams,Alma,(AL-muh AD-umz),Alma S. Adams,,,,2436 Rayburn House Office Building Washington DC 20515-3312,(202) 225-1510,,https://adams.house.gov,,1/3/19,1/3/21,,,F,5/27/46,,Black - African-American,No,,2436 Rayburn House Office Building,,Won,68.40349011,28.39041202,67.80765912,31.31893398,69.45088406,31.56158852,,,,,73.07281703,26.92718297,67.0240481,32.9759519,      Redrawn,,49.68251004,39.41824633,5.568213652,3.083387805,0.279204408,1.968437763,46.57766906,36.20765621,12.14612573,4.723564438,0.487951135,6.398211272,39.8,81,52.3,48,59268,188,23.7,727330,324000,288685,68825,24815,1840,19165,535450,266025,211065,29815,16510,1495,10540,733894,312781,281939,102704,34323,3734,54218
rep,NC,13,Republican,Budd,Ted,(TED BUHD),Ted Budd,,,,118 Cannon House Office Building Washington DC 20515-3313,(202) 225-4531,,https://budd.house.gov,,1/3/19,1/3/21,,,M,10/21/71,,White - Non-Hispanic,No,,118 Cannon House Office Building,,Won,43.97514367,53.36525116,46.13413376,52.93631517,48.10164748,51.20838846,,,,,45.54478269,51.54095475,43.89662777,56.10337223,      Redrawn,,72.06376296,21.90217687,2.719729843,1.897274823,0.353129142,1.064834147,69.78037134,21.16975279,5.738251067,2.646398212,0.449932474,3.037939768,27,254,29.6,276,47440,346,50.7,716695,489865,160280,36415,15830,2505,11800,550790,396920,120635,14980,10450,1945,5865,729710,487239,164132,52139,20836,3460,27403
sen,NC,,Republican,Burr,Richard,(RICH-erd BUR),Richard Burr,M.,,,217 Russell Senate Office Building Washington DC 20510,202-224-3154,202-228-2981,https://www.burr.senate.gov,,1/3/17,1/3/23,senior,3,M,11/30/55,Methodist,White - Non-Hispanic,No,https://www.burr.senate.gov/contact/email,217 Russell Senate Office Building,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,Not up,46.17286617,49.8280947,48.35096858,50.3930641,49.70438126,49.37550875,,,45.36569311,51.06177974,,,,,,,70.71606008,21.73250349,3.469976589,1.634624528,1.135512601,1.31139212,68.43712468,20.41356532,6.787156279,2.155104436,1.093143942,1.113905337,30.4,,34.1,,50320,40,46.60188359,9445115,6316690,2084180,571215,170025,108590,194385,7203795,5094240,1565565,249970,117755,81800,94470,9535483,6223995,2019854,800120,211838,108829,170847
sen,NC,,Republican,Tillis,Thom,(TAHM TIL-is),Thom Tillis,,,,185 Dirksen Senate Office Building Washington DC 20510,202-224-6342,,https://www.tillis.senate.gov/public,,1/6/15,1/3/21,junior,2,M,8/30/60,,White - Non-Hispanic,No,https://www.tillis.senate.gov/public/index.cfm/email-me,185 Dirksen Senate Office Building,,Not up,46.17286617,49.8280947,48.35096858,50.3930641,49.70438126,49.37550875,,,47.25619932,48.82064542,,,,,,,70.71606008,21.73250349,3.469976589,1.634624528,1.135512601,1.31139212,68.43712468,20.41356532,6.787156279,2.155104436,1.093143942,1.113905337,30.4,,34.1,,50320,40,46.60188359,9445115,6316690,2084180,571215,170025,108590,194385,7203795,5094240,1565565,249970,117755,81800,94470,9535483,6223995,2019854,800120,211838,108829,170847
